Runde,Dato,Dag,Tid,Hjemmelag,Hjemme,Borte,Bortelag,Bane,Kampnr,Sesong
14,09-07-2012,mandag,19:00:00,Fredrikstad,3,4,Lillestrøm,Fredrikstad stadion,99120001105,2012
15,13-07-2012,fredag,19:00:00,Lillestrøm,4,2,Tromsø,Åråsen stadion,99120001115,2012
15,14-07-2012,lørdag,18:00:00,Vålerenga,1,2,Molde,Ullevaal Stadion,99120001117,2012
15,15-07-2012,søndag,18:00:00,Sogndal,3,1,Stabæk,Fosshaugane Campus,99120001120,2012
15,15-07-2012,søndag,18:00:00,Viking,2,1,Hønefoss,SR-Bank Arena,99120001119,2012
15,15-07-2012,søndag,18:00:00,Brann,6,2,Odd,Brann stadion,99120001114,2012
15,15-07-2012,søndag,18:00:00,Aalesund,3,0,Fredrikstad,Color Line Stadion,99120001116,2012
15,15-07-2012,søndag,20:00:00,Haugesund,0,1,Rosenborg,Haugesund stadion,99120001118,2012
15,16-07-2012,mandag,19:00:00,Strømsgodset,2,1,Sandnes Ulf,Marienlyst stadion,99120001113,2012
16,20-07-2012,fredag,19:00:00,Haugesund,0,0,Sogndal,Haugesund stadion,99120001127,2012
16,21-07-2012,lørdag,19:00:00,Molde,1,2,Viking,Aker stadion,99120001121,2012
16,22-07-2012,søndag,16:00:00,Stabæk,1,3,Vålerenga,Nadderud stadion,99120001126,2012
16,22-07-2012,søndag,16:00:00,Odd,2,1,Strømsgodset,Skagerak Arena,99120001128,2012
16,22-07-2012,søndag,16:00:00,Fredrikstad,0,2,Hønefoss,Fredrikstad stadion,99120001122,2012
16,22-07-2012,søndag,16:00:00,Brann,2,1,Aalesund,Brann stadion,99120001123,2012
16,23-07-2012,mandag,19:00:00,Rosenborg,1,1,Lillestrøm,Lerkendal stadion,99120001125,2012
16,07-11-2012,onsdag,18:30:00,Sandnes Ulf,5,1,Tromsø,Sandnes stadion,99120001124,2012
17,27-07-2012,fredag,19:00:00,Strømsgodset,5,0,Fredrikstad,Marienlyst stadion,99120001129,2012
17,28-07-2012,lørdag,18:00:00,Lillestrøm,1,1,Molde,Åråsen stadion,99120001131,2012
17,29-07-2012,søndag,18:00:00,Sogndal,0,1,Odd,Fosshaugane Campus,99120001136,2012
17,29-07-2012,søndag,18:00:00,Hønefoss,3,2,Haugesund,Aka Arena,99120001134,2012
17,29-07-2012,søndag,18:00:00,Aalesund,3,1,Stabæk,Color Line Stadion,99120001132,2012
17,29-07-2012,søndag,18:00:00,Viking,5,0,Sandnes Ulf,SR-Bank Arena,99120001135,2012
17,29-07-2012,søndag,20:00:00,Tromsø,1,1,Rosenborg,Alfheim stadion,99120001130,2012
17,30-07-2012,mandag,19:00:00,Vålerenga,1,1,Brann,Ullevaal Stadion,99120001133,2012
18,03-08-2012,fredag,19:00:00,Haugesund,4,2,Vålerenga,Haugesund stadion,99120001141,2012
18,04-08-2012,lørdag,18:00:00,Hønefoss,1,1,Strømsgodset,Aka Arena,99120001142,2012
18,04-08-2012,lørdag,20:00:00,Molde,2,1,Sogndal,Aker stadion,99120001144,2012
18,05-08-2012,søndag,18:00:00,Sandnes Ulf,0,1,Lillestrøm,Sandnes stadion,99120001138,2012
18,05-08-2012,søndag,18:00:00,Fredrikstad,2,0,Tromsø,Fredrikstad stadion,99120001137,2012
18,05-08-2012,søndag,18:00:00,Odd,1,4,Viking,Skagerak Arena,99120001143,2012
18,05-08-2012,søndag,20:00:00,Rosenborg,3,0,Aalesund,Lerkendal stadion,99120001139,2012
18,06-08-2012,mandag,19:00:00,Stabæk,0,4,Brann,Nadderud stadion,99120001140,2012
19,10-08-2012,fredag,19:00:00,Vålerenga,3,1,Odd,Ullevaal Stadion,99120001149,2012
19,11-08-2012,lørdag,18:00:00,Brann,3,2,Haugesund,Brann stadion,99120001146,2012
19,12-08-2012,søndag,18:00:00,Sogndal,0,3,Rosenborg,Fosshaugane Campus,99120001152,2012
19,12-08-2012,søndag,18:00:00,Stabæk,2,1,Sandnes Ulf,Nadderud stadion,99120001150,2012
19,12-08-2012,søndag,18:00:00,Tromsø,4,0,Strømsgodset,Alfheim stadion,99120001145,2012
19,12-08-2012,søndag,18:00:00,Viking,3,0,Fredrikstad,SR-Bank Arena,99120001151,2012
19,12-08-2012,søndag,18:00:00,Lillestrøm,2,2,Hønefoss,Åråsen stadion,99120001147,2012
19,12-08-2012,søndag,20:00:00,Aalesund,0,1,Molde,Color Line Stadion,99120001148,2012
20,24-08-2012,fredag,19:00:00,Odd,1,0,Brann,Skagerak Arena,99120001159,2012
20,25-08-2012,lørdag,16:00:00,Strømsgodset,3,3,Lillestrøm,Marienlyst stadion,99120001153,2012
20,26-08-2012,søndag,18:00:00,Haugesund,4,1,Stabæk,Haugesund stadion,99120001157,2012
20,26-08-2012,søndag,18:00:00,Molde,2,0,Vålerenga,Aker stadion,99120001160,2012
20,26-08-2012,søndag,18:00:00,Hønefoss,0,1,Tromsø,Aka Arena,99120001158,2012
20,26-08-2012,søndag,18:00:00,Sandnes Ulf,3,1,Sogndal,Sandnes stadion,99120001155,2012
20,26-08-2012,søndag,19:00:00,Rosenborg,1,1,Viking,Lerkendal stadion,99120001156,2012
20,27-08-2012,mandag,19:00:00,Fredrikstad,1,3,Aalesund,Fredrikstad stadion,99120001154,2012
21,31-08-2012,fredag,19:00:00,Vålerenga,4,0,Sandnes Ulf,Ullevaal Stadion,99120001164,2012
21,01-09-2012,lørdag,18:00:00,Lillestrøm,1,2,Fredrikstad,Åråsen stadion,99120001162,2012
21,02-09-2012,søndag,18:00:00,Viking,0,1,Tromsø,SR-Bank Arena,99120001167,2012
21,02-09-2012,søndag,18:00:00,Aalesund,2,0,Hønefoss,Color Line Stadion,99120001163,2012
21,02-09-2012,søndag,18:00:00,Sogndal,1,1,Strømsgodset,Fosshaugane Campus,99120001168,2012
21,02-09-2012,søndag,18:00:00,Haugesund,0,1,Odd,Haugesund stadion,99120001166,2012
21,02-09-2012,søndag,19:00:00,Brann,4,1,Molde,Brann stadion,99120001161,2012
21,03-09-2012,mandag,19:00:00,Stabæk,0,2,Rosenborg,Nadderud stadion,99120001165,2012
22,14-09-2012,fredag,19:00:00,Strømsgodset,4,0,Aalesund,Marienlyst stadion,99120001170,2012
22,15-09-2012,lørdag,18:00:00,Molde,1,0,Haugesund,Aker stadion,99120001176,2012
22,16-09-2012,søndag,18:00:00,Hønefoss,2,2,Viking,Aka Arena,99120001174,2012
22,16-09-2012,søndag,18:00:00,Odd,1,2,Stabæk,Skagerak Arena,99120001175,2012
22,16-09-2012,søndag,18:00:00,Sandnes Ulf,3,3,Brann,Sandnes stadion,99120001172,2012
22,16-09-2012,søndag,18:00:00,Fredrikstad,2,1,Sogndal,Fredrikstad stadion,99120001169,2012
22,16-09-2012,søndag,19:00:00,Rosenborg,3,0,Vålerenga,Lerkendal stadion,99120001173,2012
22,17-09-2012,mandag,19:00:00,Tromsø,5,1,Lillestrøm,NA,99120001171,2012
23,21-09-2012,fredag,19:00:00,Viking,3,2,Strømsgodset,SR-Bank Arena,99120001182,2012
23,22-09-2012,lørdag,18:00:00,Aalesund,1,2,Lillestrøm,Color Line Stadion,99120001178,2012
23,23-09-2012,søndag,18:00:00,Stabæk,0,1,Fredrikstad,Nadderud stadion,99120001180,2012
23,23-09-2012,søndag,18:00:00,Odd,0,0,Molde,Skagerak Arena,99120001184,2012
23,23-09-2012,søndag,18:00:00,Haugesund,3,2,Sandnes Ulf,Haugesund stadion,99120001181,2012
23,23-09-2012,søndag,18:00:00,Sogndal,1,0,Tromsø,Fosshaugane Campus,99120001183,2012
23,23-09-2012,søndag,19:00:00,Brann,2,1,Rosenborg,Brann stadion,99120001177,2012
23,24-09-2012,mandag,19:00:00,Vålerenga,3,2,Hønefoss,Ullevaal Stadion,99120001179,2012
24,28-09-2012,fredag,19:00:00,Rosenborg,5,2,Haugesund,Lerkendal stadion,99120001189,2012
24,29-09-2012,lørdag,18:00:00,Lillestrøm,0,0,Viking,Åråsen stadion,99120001190,2012
24,30-09-2012,søndag,18:00:00,Sandnes Ulf,0,0,Odd,Sandnes stadion,99120001188,2012
24,30-09-2012,søndag,18:00:00,Molde,4,3,Stabæk,Aker stadion,99120001192,2012
24,30-09-2012,søndag,18:00:00,Tromsø,1,0,Aalesund,Alfheim stadion,99120001187,2012
24,30-09-2012,søndag,18:00:00,Hønefoss,0,0,Sogndal,Aka Arena,99120001191,2012
24,30-09-2012,søndag,19:00:00,Strømsgodset,2,0,Brann,Marienlyst stadion,99120001186,2012
24,01-10-2012,mandag,19:00:00,Fredrikstad,1,2,Vålerenga,Fredrikstad stadion,99120001185,2012
25,05-10-2012,fredag,19:00:00,Vålerenga,1,1,Strømsgodset,Ullevaal Stadion,99120001194,2012
25,06-10-2012,lørdag,20:00:00,Viking,1,1,Aalesund,SR-Bank Arena,99120001197,2012
25,07-10-2012,søndag,18:00:00,Haugesund,1,0,Fredrikstad,Haugesund stadion,99120001196,2012
25,07-10-2012,søndag,18:00:00,Stabæk,0,1,Tromsø,Nadderud stadion,99120001195,2012
25,07-10-2012,søndag,18:00:00,Molde,3,2,Sandnes Ulf,Aker stadion,99120001200,2012
25,07-10-2012,søndag,18:00:00,Sogndal,1,0,Lillestrøm,Fosshaugane Campus,99120001198,2012
25,07-10-2012,søndag,19:00:00,Odd,0,1,Rosenborg,Skagerak Arena,99120001199,2012
25,08-10-2012,mandag,19:00:00,Brann,3,2,Hønefoss,Brann stadion,99120001193,2012
26,19-10-2012,fredag,19:00:00,Rosenborg,2,0,Sandnes Ulf,Lerkendal stadion,99120001204,2012
26,20-10-2012,lørdag,18:00:00,Lillestrøm,1,1,Odd,Åråsen stadion,99120001205,2012
26,21-10-2012,søndag,18:00:00,Viking,2,1,Sogndal,SR-Bank Arena,99120001208,2012
26,21-10-2012,søndag,18:00:00,Aalesund,3,1,Vålerenga,Color Line Stadion,99120001206,2012
26,21-10-2012,søndag,18:00:00,Tromsø,2,0,Haugesund,Alfheim stadion,99120001203,2012
26,21-10-2012,søndag,18:00:00,Hønefoss,0,0,Stabæk,Aka Arena,99120001207,2012
26,21-10-2012,søndag,19:00:00,Strømsgodset,1,1,Molde,Marienlyst stadion,99120001202,2012
26,22-10-2012,mandag,19:00:00,Fredrikstad,3,4,Brann,Fredrikstad stadion,99120001201,2012
27,26-10-2012,fredag,19:00:00,Haugesund,2,3,Strømsgodset,Haugesund stadion,99120001213,2012
27,27-10-2012,lørdag,18:00:00,Sandnes Ulf,5,1,Fredrikstad,Sandnes stadion,99120001210,2012
27,28-10-2012,søndag,18:00:00,Vålerenga,1,0,Tromsø,Ullevaal Stadion,99120001211,2012
27,28-10-2012,søndag,18:00:00,Odd,4,0,Hønefoss,Skagerak Arena,99120001215,2012
27,28-10-2012,søndag,18:00:00,Sogndal,1,1,Aalesund,Fosshaugane Campus,99120001214,2012
27,28-10-2012,søndag,18:00:00,Stabæk,0,1,Viking,Nadderud stadion,99120001212,2012
27,28-10-2012,søndag,19:00:00,Molde,2,0,Rosenborg,Aker stadion,99120001216,2012
27,29-10-2012,mandag,19:00:00,Brann,2,3,Lillestrøm,Brann stadion,99120001209,2012
28,02-11-2012,fredag,19:00:00,Fredrikstad,4,2,Odd,Fredrikstad stadion,99120001217,2012
28,03-11-2012,lørdag,18:00:00,Tromsø,1,1,Molde,Alfheim stadion,99120001219,2012
28,04-11-2012,søndag,18:00:00,Hønefoss,1,1,Sandnes Ulf,Aka Arena,99120001222,2012
28,04-11-2012,søndag,18:00:00,Lillestrøm,6,0,Stabæk,Åråsen stadion,99120001220,2012
28,04-11-2012,søndag,18:00:00,Aalesund,2,2,Haugesund,Color Line Stadion,99120001221,2012
28,04-11-2012,søndag,18:00:00,Viking,2,1,Brann,SR-Bank Arena,99120001223,2012
28,04-11-2012,søndag,19:00:00,Strømsgodset,2,1,Rosenborg,Marienlyst stadion,99120001218,2012
28,05-11-2012,mandag,19:00:00,Sogndal,1,0,Vålerenga,Fosshaugane Campus,99120001224,2012
29,11-11-2012,søndag,18:00:00,Molde,1,0,Hønefoss,Aker stadion,99120001232,2012
29,11-11-2012,søndag,18:00:00,Sandnes Ulf,2,1,Strømsgodset,Sandnes stadion,99120001226,2012
29,11-11-2012,søndag,18:00:00,Haugesund,1,0,Viking,Haugesund stadion,99120001230,2012
29,11-11-2012,søndag,18:00:00,Brann,0,2,Tromsø,Brann stadion,99120001225,2012
29,11-11-2012,søndag,18:00:00,Stabæk,2,1,Sogndal,Nadderud stadion,99120001229,2012
29,11-11-2012,søndag,18:00:00,Vålerenga,1,2,Lillestrøm,Ullevaal Stadion,99120001228,2012
29,11-11-2012,søndag,18:00:00,Odd,3,0,Aalesund,Skagerak Arena,99120001231,2012
29,11-11-2012,søndag,18:00:00,Rosenborg,0,1,Fredrikstad,Lerkendal stadion,99120001227,2012
30,18-11-2012,søndag,18:00:00,Fredrikstad,0,2,Molde,Fredrikstad stadion,99120001233,2012
30,18-11-2012,søndag,18:00:00,Hønefoss,1,4,Rosenborg,Aka Arena,99120001238,2012
30,18-11-2012,søndag,18:00:00,Aalesund,3,1,Sandnes Ulf,Color Line Stadion,99120001237,2012
30,18-11-2012,søndag,18:00:00,Lillestrøm,0,0,Haugesund,Åråsen stadion,99120001236,2012
30,18-11-2012,søndag,18:00:00,Tromsø,0,1,Odd,Alfheim stadion,99120001235,2012
30,18-11-2012,søndag,18:00:00,Strømsgodset,3,1,Stabæk,Marienlyst stadion,99120001234,2012
30,18-11-2012,søndag,18:00:00,Sogndal,2,0,Brann,Fosshaugane Campus,99120001240,2012
30,18-11-2012,søndag,18:00:00,Viking,2,1,Vålerenga,SR-Bank Arena,99120001239,2012
1,15-03-2013,fredag,19:00:00,Viking,2,1,Molde,SR-Bank Arena,99120001006,2013
1,16-03-2013,lørdag,15:30:00,Aalesund,3,0,Haugesund,Color Line Stadion,99120001005,2013
1,16-03-2013,lørdag,18:00:00,Brann,3,1,Vålerenga,Brann stadion,99120001002,2013
1,17-03-2013,søndag,15:30:00,Lillestrøm,2,2,Sarpsborg 08,Åråsen stadion,99120001001,2013
1,17-03-2013,søndag,18:00:00,Strømsgodset,2,0,Sandnes Ulf,Marienlyst stadion,99120001004,2013
1,17-03-2013,søndag,18:00:00,Start,3,2,Hønefoss,Sparebanken Sør Arena,99120001007,2013
1,17-03-2013,søndag,18:00:00,Sogndal,2,2,Tromsø,Fosshaugane Campus,99120001008,2013
1,17-03-2013,søndag,19:00:00,Odd,0,1,Rosenborg,Skagerak Arena,99120001003,2013
2,01-04-2013,mandag,15:30:00,Tromsø,2,1,Odd,Alfheim stadion,99120001015,2013
2,01-04-2013,mandag,18:00:00,Sandnes Ulf,0,1,Aalesund,Sandnes stadion,99120001010,2013
2,01-04-2013,mandag,18:00:00,Sarpsborg 08,2,1,Viking,Sarpsborg st KG,99120001016,2013
2,01-04-2013,mandag,18:00:00,Rosenborg,4,0,Brann,Lerkendal stadion,99120001011,2013
2,01-04-2013,mandag,19:00:00,Vålerenga,1,0,Sogndal,Ullevaal Stadion,99120001012,2013
2,02-04-2013,tirsdag,18:30:00,Molde,1,2,Lillestrøm,Aker stadion,99120001009,2013
2,02-04-2013,tirsdag,18:30:00,Hønefoss,2,0,Strømsgodset,Aka Arena,99120001014,2013
2,24-04-2013,onsdag,18:30:00,Haugesund,3,2,Start,Haugesund stadion,99120001013,2013
3,05-04-2013,fredag,19:00:00,Odd,2,0,Vålerenga,Skagerak Arena,99120001020,2013
3,06-04-2013,lørdag,15:30:00,Start,2,2,Tromsø,Sparebanken Sør Arena,99120001023,2013
3,06-04-2013,lørdag,18:00:00,Brann,1,0,Molde,Brann stadion,99120001019,2013
3,07-04-2013,søndag,15:30:00,Strømsgodset,1,1,Sarpsborg 08,Marienlyst stadion,99120001021,2013
3,07-04-2013,søndag,18:00:00,Sandnes Ulf,1,1,Haugesund,Sandnes stadion,99120001017,2013
3,07-04-2013,søndag,18:00:00,Lillestrøm,0,1,Viking,Åråsen stadion,99120001018,2013
3,07-04-2013,søndag,18:00:00,Aalesund,4,3,Hønefoss,Color Line Stadion,99120001022,2013
3,07-04-2013,søndag,19:00:00,Sogndal,0,4,Rosenborg,Fosshaugane Campus,99120001024,2013
4,12-04-2013,fredag,19:00:00,Rosenborg,1,1,Start,Lerkendal stadion,99120001027,2013
4,13-04-2013,lørdag,15:30:00,Molde,1,2,Sogndal,Aker stadion,99120001025,2013
4,13-04-2013,lørdag,18:00:00,Vålerenga,0,3,Strømsgodset,Ullevaal Stadion,99120001028,2013
4,14-04-2013,søndag,15:30:00,Sarpsborg 08,0,2,Aalesund,Sarpsborg st KG,99120001032,2013
4,14-04-2013,søndag,18:00:00,Hønefoss,0,1,Haugesund,Aka Arena,99120001030,2013
4,14-04-2013,søndag,18:00:00,Viking,1,0,Odd,SR-Bank Arena,99120001029,2013
4,14-04-2013,søndag,18:00:00,Tromsø,0,1,Sandnes Ulf,Alfheim stadion,99120001031,2013
4,14-04-2013,søndag,19:00:00,Lillestrøm,2,0,Brann,Åråsen stadion,99120001026,2013
5,19-04-2013,fredag,19:00:00,Start,1,0,Vålerenga,Sparebanken Sør Arena,99120001039,2013
5,20-04-2013,lørdag,15:30:00,Odd,1,1,Molde,Skagerak Arena,99120001035,2013
5,20-04-2013,lørdag,18:00:00,Brann,2,0,Viking,Brann stadion,99120001034,2013
5,21-04-2013,søndag,15:30:00,Aalesund,0,0,Tromsø,Color Line Stadion,99120001037,2013
5,21-04-2013,søndag,18:00:00,Sandnes Ulf,1,1,Hønefoss,Sandnes stadion,99120001033,2013
5,21-04-2013,søndag,18:00:00,Strømsgodset,1,0,Lillestrøm,Marienlyst stadion,99120001036,2013
5,21-04-2013,søndag,18:00:00,Sogndal,0,0,Sarpsborg 08,Fosshaugane Campus,99120001040,2013
5,21-04-2013,søndag,19:00:00,Haugesund,3,1,Rosenborg,Haugesund stadion,99120001038,2013
6,26-04-2013,fredag,19:00:00,Brann,2,0,Odd,Brann stadion,99120001043,2013
6,27-04-2013,lørdag,15:30:00,Lillestrøm,3,2,Start,Åråsen stadion,99120001042,2013
6,27-04-2013,lørdag,18:00:00,Vålerenga,2,1,Aalesund,Ullevaal Stadion,99120001045,2013
6,28-04-2013,søndag,15:30:00,Viking,4,1,Sogndal,SR-Bank Arena,99120001046,2013
6,28-04-2013,søndag,18:00:00,Sarpsborg 08,1,1,Hønefoss,Sarpsborg st KG,99120001048,2013
6,28-04-2013,søndag,18:00:00,Rosenborg,0,1,Sandnes Ulf,Lerkendal stadion,99120001044,2013
6,28-04-2013,søndag,18:00:00,Tromsø,2,1,Haugesund,Alfheim stadion,99120001047,2013
6,28-04-2013,søndag,19:00:00,Molde,1,2,Strømsgodset,Aker stadion,99120001041,2013
7,04-05-2013,lørdag,15:30:00,Sandnes Ulf,1,2,Vålerenga,Sandnes stadion,99120001049,2013
7,04-05-2013,lørdag,18:00:00,Aalesund,2,2,Rosenborg,Color Line Stadion,99120001052,2013
7,05-05-2013,søndag,15:30:00,Odd,2,1,Lillestrøm,Skagerak Arena,99120001050,2013
7,05-05-2013,søndag,18:00:00,Hønefoss,1,1,Tromsø,Aka Arena,99120001054,2013
7,05-05-2013,søndag,18:00:00,Strømsgodset,3,1,Viking,Marienlyst stadion,99120001051,2013
7,05-05-2013,søndag,18:00:00,Haugesund,0,1,Sarpsborg 08,Haugesund stadion,99120001053,2013
7,05-05-2013,søndag,19:00:00,Sogndal,3,1,Brann,Fosshaugane Campus,99120001056,2013
7,06-05-2013,mandag,19:00:00,Start,1,1,Molde,Sparebanken Sør Arena,99120001055,2013
8,08-05-2013,onsdag,19:00:00,Rosenborg,2,1,Tromsø,Lerkendal stadion,99120001061,2013
8,08-05-2013,onsdag,19:00:00,Vålerenga,1,2,Hønefoss,Ullevaal Stadion,99120001062,2013
8,09-05-2013,torsdag,15:30:00,Viking,0,0,Haugesund,SR-Bank Arena,99120001063,2013
8,09-05-2013,torsdag,18:00:00,Sarpsborg 08,3,2,Sandnes Ulf,Sarpsborg st KG,99120001064,2013
8,09-05-2013,torsdag,18:00:00,Lillestrøm,2,2,Sogndal,Åråsen stadion,99120001058,2013
8,09-05-2013,torsdag,18:00:00,Odd,1,1,Strømsgodset,Skagerak Arena,99120001060,2013
8,09-05-2013,torsdag,18:00:00,Molde,4,1,Aalesund,Aker stadion,99120001057,2013
8,09-05-2013,torsdag,19:00:00,Brann,2,0,Start,Brann stadion,99120001059,2013
9,12-05-2013,søndag,15:30:00,Haugesund,1,0,Vålerenga,Haugesund stadion,99120001068,2013
9,12-05-2013,søndag,18:00:00,Tromsø,5,0,Sarpsborg 08,Alfheim stadion,99120001070,2013
9,12-05-2013,søndag,18:00:00,Sandnes Ulf,0,0,Molde,Sandnes stadion,99120001065,2013
9,12-05-2013,søndag,18:00:00,Strømsgodset,2,0,Brann,Marienlyst stadion,99120001066,2013
9,12-05-2013,søndag,18:00:00,Sogndal,2,0,Odd,Fosshaugane Campus,99120001072,2013
9,12-05-2013,søndag,19:00:00,Start,1,2,Viking,Sparebanken Sør Arena,99120001071,2013
9,13-05-2013,mandag,18:30:00,Aalesund,7,1,Lillestrøm,Color Line Stadion,99120001067,2013
9,13-05-2013,mandag,19:00:00,Hønefoss,1,2,Rosenborg,Aka Arena,99120001069,2013
10,16-05-2013,torsdag,18:00:00,Strømsgodset,3,1,Sogndal,Marienlyst stadion,99120001077,2013
10,16-05-2013,torsdag,18:00:00,Lillestrøm,2,2,Sandnes Ulf,Åråsen stadion,99120001074,2013
10,16-05-2013,torsdag,18:00:00,Viking,0,0,Hønefoss,SR-Bank Arena,99120001080,2013
10,16-05-2013,torsdag,18:00:00,Molde,1,5,Haugesund,Aker stadion,99120001073,2013
10,16-05-2013,torsdag,18:00:00,Vålerenga,2,0,Tromsø,Ullevaal Stadion,99120001079,2013
10,16-05-2013,torsdag,18:00:00,Brann,2,0,Aalesund,Brann stadion,99120001075,2013
10,16-05-2013,torsdag,19:00:00,Rosenborg,4,2,Sarpsborg 08,Lerkendal stadion,99120001078,2013
10,16-05-2013,torsdag,20:05:00,Odd,0,1,Start,Skagerak Arena,99120001076,2013
11,20-05-2013,mandag,15:30:00,Start,0,6,Strømsgodset,Sparebanken Sør Arena,99120001088,2013
11,20-05-2013,mandag,18:00:00,Aalesund,2,0,Odd,Color Line Stadion,99120001083,2013
11,20-05-2013,mandag,18:00:00,Rosenborg,0,0,Molde,Lerkendal stadion,99120001082,2013
11,20-05-2013,mandag,18:00:00,Haugesund,0,1,Sogndal,Haugesund stadion,99120001084,2013
11,20-05-2013,mandag,18:00:00,Hønefoss,1,0,Lillestrøm,Aka Arena,99120001085,2013
11,20-05-2013,mandag,19:00:00,Tromsø,2,0,Brann,Alfheim stadion,99120001086,2013
11,21-05-2013,tirsdag,18:30:00,Sarpsborg 08,3,3,Vålerenga,Sarpsborg st KG,99120001087,2013
11,21-05-2013,tirsdag,19:00:00,Sandnes Ulf,0,1,Viking,Sandnes stadion,99120001081,2013
12,24-05-2013,fredag,19:00:00,Strømsgodset,2,1,Aalesund,Marienlyst stadion,99120001093,2013
12,25-05-2013,lørdag,15:30:00,Molde,4,0,Hønefoss,Aker stadion,99120001089,2013
12,25-05-2013,lørdag,18:00:00,Vålerenga,1,2,Rosenborg,Ullevaal Stadion,99120001094,2013
12,26-05-2013,søndag,15:30:00,Lillestrøm,3,0,Haugesund,Åråsen stadion,99120001090,2013
12,26-05-2013,søndag,18:00:00,Odd,3,0,Sandnes Ulf,Skagerak Arena,99120001092,2013
12,26-05-2013,søndag,18:00:00,Sogndal,1,1,Start,Fosshaugane Campus,99120001096,2013
12,26-05-2013,søndag,18:00:00,Viking,2,1,Tromsø,SR-Bank Arena,99120001095,2013
12,26-05-2013,søndag,19:00:00,Brann,3,1,Sarpsborg 08,Brann stadion,99120001091,2013
13,22-06-2013,lørdag,15:30:00,Sarpsborg 08,2,1,Start,Sarpsborg st KG,99120001104,2013
13,22-06-2013,lørdag,15:30:00,Vålerenga,3,3,Molde,Ullevaal Stadion,99120001099,2013
13,22-06-2013,lørdag,18:00:00,Rosenborg,1,0,Strømsgodset,Lerkendal stadion,99120001098,2013
13,23-06-2013,søndag,15:30:00,Tromsø,2,0,Lillestrøm,Alfheim stadion,99120001103,2013
13,23-06-2013,søndag,18:00:00,Aalesund,2,1,Viking,Color Line Stadion,99120001100,2013
13,23-06-2013,søndag,18:00:00,Sandnes Ulf,1,3,Sogndal,Sandnes stadion,99120001097,2013
13,23-06-2013,søndag,18:00:00,Hønefoss,1,1,Odd,Aka Arena,99120001102,2013
13,23-06-2013,søndag,19:00:00,Haugesund,2,1,Brann,Haugesund stadion,99120001101,2013
14,29-06-2013,lørdag,15:30:00,Brann,6,1,Sandnes Ulf,Brann stadion,99120001107,2013
14,29-06-2013,lørdag,15:30:00,Molde,3,1,Sarpsborg 08,Aker stadion,99120001105,2013
14,29-06-2013,lørdag,18:00:00,Strømsgodset,3,1,Tromsø,Marienlyst stadion,99120001109,2013
14,29-06-2013,lørdag,20:05:00,Sogndal,1,1,Hønefoss,Fosshaugane Campus,99120001112,2013
14,30-06-2013,søndag,15:30:00,Lillestrøm,0,1,Vålerenga,Åråsen stadion,99120001106,2013
14,30-06-2013,søndag,18:00:00,Start,2,2,Aalesund,Sparebanken Sør Arena,99120001111,2013
14,30-06-2013,søndag,18:00:00,Odd,4,0,Haugesund,Skagerak Arena,99120001108,2013
14,30-06-2013,søndag,19:00:00,Viking,0,0,Rosenborg,SR-Bank Arena,99120001110,2013
15,06-07-2013,lørdag,15:30:00,Aalesund,2,2,Sogndal,Color Line Stadion,99120001116,2013
15,06-07-2013,lørdag,18:00:00,Haugesund,2,1,Strømsgodset,Haugesund stadion,99120001117,2013
15,07-07-2013,søndag,15:30:00,Tromsø,2,3,Molde,Alfheim stadion,99120001119,2013
15,07-07-2013,søndag,18:00:00,Rosenborg,1,0,Lillestrøm,Lerkendal stadion,99120001114,2013
15,07-07-2013,søndag,18:00:00,Sarpsborg 08,0,1,Odd,Sarpsborg st KG,99120001120,2013
15,07-07-2013,søndag,18:00:00,Sandnes Ulf,3,1,Start,Sandnes stadion,99120001113,2013
15,07-07-2013,søndag,19:00:00,Vålerenga,2,2,Viking,Ullevaal Stadion,99120001115,2013
15,08-07-2013,mandag,19:00:00,Hønefoss,1,1,Brann,Aka Arena,99120001118,2013
16,12-07-2013,fredag,19:00:00,Hønefoss,1,2,Vålerenga,Aka Arena,99120001125,2013
16,13-07-2013,lørdag,15:30:00,Molde,1,1,Viking,Aker stadion,99120001121,2013
16,13-07-2013,lørdag,18:00:00,Start,3,3,Brann,Sparebanken Sør Arena,99120001128,2013
16,14-07-2013,søndag,15:30:00,Haugesund,1,2,Aalesund,Haugesund stadion,99120001124,2013
16,14-07-2013,søndag,18:00:00,Sandnes Ulf,2,1,Strømsgodset,Sandnes stadion,99120001122,2013
16,14-07-2013,søndag,18:00:00,Sarpsborg 08,0,1,Lillestrøm,Sarpsborg st KG,99120001127,2013
16,14-07-2013,søndag,18:00:00,Tromsø,2,2,Sogndal,Alfheim stadion,99120001126,2013
16,14-07-2013,søndag,19:00:00,Rosenborg,3,2,Odd,Lerkendal stadion,99120001123,2013
17,27-07-2013,lørdag,15:30:00,Aalesund,2,3,Sandnes Ulf,Color Line Stadion,99120001134,2013
17,27-07-2013,lørdag,18:00:00,Lillestrøm,2,0,Molde,Åråsen stadion,99120001129,2013
17,28-07-2013,søndag,15:30:00,Strømsgodset,6,1,Hønefoss,Marienlyst stadion,99120001132,2013
