Runde,Dato,Dag,Tid,Hjemmelag,Hjemme,Borte,Bortelag,Bane,Kampnr,Sesong
24,22-09-2013,søndag,19:00:00,Viking,1,0,Vålerenga,SR-Bank Arena,99120001190,2013
25,27-09-2013,fredag,19:00:00,Sogndal,0,5,Strømsgodset,Fosshaugane Campus,99120001200,2013
25,28-09-2013,lørdag,15:30:00,Hønefoss,2,2,Viking,Aka Arena,99120001197,2013
25,28-09-2013,lørdag,18:00:00,Aalesund,0,0,Brann,Color Line Stadion,99120001195,2013
25,29-09-2013,søndag,15:30:00,Haugesund,1,1,Molde,Haugesund stadion,99120001196,2013
25,29-09-2013,søndag,18:00:00,Sandnes Ulf,1,1,Lillestrøm,Sandnes stadion,99120001193,2013
25,29-09-2013,søndag,18:00:00,Vålerenga,1,2,Odd,Ullevaal Stadion,99120001194,2013
25,29-09-2013,søndag,18:00:00,Tromsø,2,3,Start,Alfheim stadion,99120001198,2013
25,29-09-2013,søndag,19:00:00,Sarpsborg 08,1,2,Rosenborg,Sarpsborg st KG,99120001199,2013
26,04-10-2013,fredag,19:00:00,Brann,0,1,Haugesund,Brann stadion,99120001203,2013
26,05-10-2013,lørdag,15:30:00,Viking,1,1,Sandnes Ulf,SR-Bank Arena,99120001207,2013
26,05-10-2013,lørdag,18:00:00,Strømsgodset,2,1,Vålerenga,Marienlyst stadion,99120001205,2013
26,06-10-2013,søndag,15:30:00,Start,1,1,Sarpsborg 08,Sparebanken Sør Arena,99120001208,2013
26,06-10-2013,søndag,18:00:00,Lillestrøm,1,1,Aalesund,Åråsen stadion,99120001202,2013
26,06-10-2013,søndag,18:00:00,Odd,0,0,Sogndal,Skagerak Arena,99120001204,2013
26,06-10-2013,søndag,18:00:00,Molde,1,0,Tromsø,Aker stadion,99120001201,2013
26,06-10-2013,søndag,19:00:00,Rosenborg,0,0,Hønefoss,Lerkendal stadion,99120001206,2013
27,18-10-2013,fredag,19:00:00,Sarpsborg 08,3,2,Brann,Sarpsborg st KG,99120001214,2013
27,19-10-2013,lørdag,15:30:00,Tromsø,4,3,Viking,Alfheim stadion,99120001213,2013
27,19-10-2013,lørdag,18:00:00,Start,0,1,Rosenborg,Sparebanken Sør Arena,99120001215,2013
27,20-10-2013,søndag,15:30:00,Hønefoss,0,1,Molde,Aka Arena,99120001212,2013
27,20-10-2013,søndag,18:00:00,Sandnes Ulf,2,4,Odd,Sandnes stadion,99120001209,2013
27,20-10-2013,søndag,18:00:00,Haugesund,3,2,Lillestrøm,Haugesund stadion,99120001211,2013
27,20-10-2013,søndag,18:00:00,Sogndal,1,2,Vålerenga,Fosshaugane Campus,99120001216,2013
27,20-10-2013,søndag,19:00:00,Aalesund,0,1,Strømsgodset,Color Line Stadion,99120001210,2013
28,25-10-2013,fredag,19:00:00,Viking,1,3,Aalesund,SR-Bank Arena,99120001223,2013
28,26-10-2013,lørdag,15:30:00,Vålerenga,1,2,Haugesund,Ullevaal Stadion,99120001222,2013
28,26-10-2013,lørdag,18:00:00,Molde,1,0,Rosenborg,Aker stadion,99120001217,2013
28,27-10-2013,søndag,15:30:00,Lillestrøm,3,2,Tromsø,Åråsen stadion,99120001218,2013
28,27-10-2013,søndag,18:00:00,Brann,0,0,Hønefoss,Brann stadion,99120001219,2013
28,27-10-2013,søndag,18:00:00,Sogndal,2,1,Sandnes Ulf,Fosshaugane Campus,99120001224,2013
28,27-10-2013,søndag,18:00:00,Odd,2,2,Sarpsborg 08,Skagerak Arena,99120001220,2013
28,27-10-2013,søndag,19:00:00,Strømsgodset,1,0,Start,Marienlyst stadion,99120001221,2013
29,03-11-2013,søndag,18:00:00,Haugesund,3,1,Odd,Haugesund stadion,99120001228,2013
29,03-11-2013,søndag,18:00:00,Start,1,0,Lillestrøm,Sparebanken Sør Arena,99120001232,2013
29,03-11-2013,søndag,18:00:00,Sarpsborg 08,1,0,Molde,Sarpsborg st KG,99120001231,2013
29,03-11-2013,søndag,18:00:00,Aalesund,1,0,Vålerenga,Color Line Stadion,99120001227,2013
29,03-11-2013,søndag,18:00:00,Tromsø,0,0,Strømsgodset,Alfheim stadion,99120001230,2013
29,03-11-2013,søndag,18:00:00,Hønefoss,3,1,Sogndal,Aka Arena,99120001229,2013
29,03-11-2013,søndag,18:00:00,Rosenborg,2,1,Viking,Lerkendal stadion,99120001226,2013
29,03-11-2013,søndag,18:00:00,Sandnes Ulf,3,1,Brann,Sandnes stadion,99120001225,2013
30,10-11-2013,søndag,18:00:00,Brann,4,1,Tromsø,Brann stadion,99120001235,2013
30,10-11-2013,søndag,18:00:00,Molde,0,1,Start,Aker stadion,99120001233,2013
30,10-11-2013,søndag,18:00:00,Vålerenga,2,0,Sandnes Ulf,Ullevaal Stadion,99120001238,2013
30,10-11-2013,søndag,18:00:00,Lillestrøm,0,3,Rosenborg,Åråsen stadion,99120001234,2013
30,10-11-2013,søndag,18:00:00,Odd,3,2,Hønefoss,Skagerak Arena,99120001236,2013
30,10-11-2013,søndag,18:00:00,Strømsgodset,4,0,Haugesund,Marienlyst stadion,99120001237,2013
30,10-11-2013,søndag,18:00:00,Sogndal,1,2,Aalesund,Fosshaugane Campus,99120001240,2013
30,10-11-2013,søndag,18:00:00,Viking,2,1,Sarpsborg 08,SR-Bank Arena,99120001239,2013
1,28-03-2014,fredag,19:00:00,Molde,2,0,Vålerenga,Aker stadion,99120001004,2014
1,29-03-2014,lørdag,15:30:00,Haugesund,1,1,Lillestrøm,Haugesund stadion,99120001003,2014
1,29-03-2014,lørdag,18:00:00,Rosenborg,2,2,Viking,Lerkendal stadion,99120001006,2014
1,30-03-2014,søndag,15:30:00,Bodø/Glimt,1,1,Aalesund,Aspmyra stadion,99120001002,2014
1,30-03-2014,søndag,18:00:00,Sandnes Ulf,1,1,Odd,Sandnes stadion,99120001005,2014
1,30-03-2014,søndag,18:00:00,Strømsgodset,4,2,Start,Marienlyst stadion,99120001008,2014
1,30-03-2014,søndag,18:00:00,Stabæk,3,0,Sogndal,Nadderud stadion,99120001007,2014
1,30-03-2014,søndag,19:00:00,Sarpsborg 08,3,0,Brann,Sarpsborg st KG,99120001001,2014
2,04-04-2014,fredag,19:00:00,Viking,0,0,Strømsgodset,SR-Bank Arena,99120001014,2014
2,05-04-2014,lørdag,15:30:00,Odd,2,1,Molde,Skagerak Arena,99120001013,2014
2,05-04-2014,lørdag,18:00:00,Aalesund,1,1,Rosenborg,Color Line Stadion,99120001012,2014
2,06-04-2014,søndag,15:30:00,Start,3,1,Haugesund,Sparebanken Sør Arena,99120001011,2014
2,06-04-2014,søndag,18:00:00,Lillestrøm,4,1,Sandnes Ulf,Åråsen stadion,99120001016,2014
2,06-04-2014,søndag,18:00:00,Sogndal,1,1,Sarpsborg 08,Fosshaugane Campus,99120001015,2014
2,06-04-2014,søndag,18:00:00,Vålerenga,3,1,Bodø/Glimt,Ullevaal Stadion,99120001010,2014
2,06-04-2014,søndag,19:00:00,Brann,1,2,Stabæk,Brann stadion,99120001009,2014
3,11-04-2014,fredag,19:00:00,Sandnes Ulf,1,1,Brann,Sandnes stadion,99120001017,2014
3,12-04-2014,lørdag,15:30:00,Lillestrøm,0,1,Viking,Åråsen stadion,99120001023,2014
3,12-04-2014,lørdag,18:00:00,Haugesund,1,1,Vålerenga,Haugesund stadion,99120001019,2014
3,13-04-2014,søndag,15:30:00,Stabæk,0,2,Molde,Nadderud stadion,99120001021,2014
3,13-04-2014,søndag,18:00:00,Sarpsborg 08,1,1,Start,Sarpsborg st KG,99120001024,2014
3,13-04-2014,søndag,18:00:00,Strømsgodset,2,0,Aalesund,Marienlyst stadion,99120001020,2014
3,13-04-2014,søndag,18:00:00,Bodø/Glimt,4,2,Sogndal,Aspmyra stadion,99120001018,2014
3,13-04-2014,søndag,19:00:00,Rosenborg,2,0,Odd,Lerkendal stadion,99120001022,2014
4,21-04-2014,mandag,15:30:00,Vålerenga,3,0,Sandnes Ulf,Ullevaal Stadion,99120001031,2014
4,21-04-2014,mandag,15:30:00,Viking,2,0,Haugesund,SR-Bank Arena,99120001027,2014
4,21-04-2014,mandag,15:30:00,Aalesund,1,2,Start,Color Line Stadion,99120001028,2014
4,21-04-2014,mandag,18:00:00,Odd,2,1,Stabæk,Skagerak Arena,99120001030,2014
4,21-04-2014,mandag,18:00:00,Brann,2,0,Lillestrøm,Brann stadion,99120001025,2014
4,21-04-2014,mandag,18:00:00,Molde,5,1,Sarpsborg 08,Aker stadion,99120001029,2014
4,21-04-2014,mandag,18:00:00,Sogndal,1,3,Strømsgodset,Fosshaugane Campus,99120001032,2014
4,21-04-2014,mandag,19:00:00,Bodø/Glimt,2,2,Rosenborg,Aspmyra stadion,99120001026,2014
5,27-04-2014,søndag,15:30:00,Strømsgodset,2,1,Odd,Marienlyst stadion,99120001038,2014
5,27-04-2014,søndag,18:00:00,Rosenborg,5,2,Brann,Lerkendal stadion,99120001033,2014
5,27-04-2014,søndag,18:00:00,Sandnes Ulf,1,3,Molde,Sandnes stadion,99120001037,2014
5,27-04-2014,søndag,18:00:00,Haugesund,0,3,Sogndal,Haugesund stadion,99120001035,2014
5,27-04-2014,søndag,18:00:00,Stabæk,2,1,Bodø/Glimt,Nadderud stadion,99120001034,2014
5,27-04-2014,søndag,19:00:00,Start,0,2,Viking,Sparebanken Sør Arena,99120001039,2014
5,28-04-2014,mandag,19:00:00,Sarpsborg 08,3,0,Vålerenga,Sarpsborg st KG,99120001040,2014
5,28-04-2014,mandag,19:00:00,Lillestrøm,0,0,Aalesund,Åråsen stadion,99120001036,2014
6,30-04-2014,onsdag,19:00:00,Sandnes Ulf,2,1,Stabæk,Sandnes stadion,99120001048,2014
6,30-04-2014,onsdag,19:00:00,Brann,1,3,Haugesund,Brann stadion,99120001041,2014
6,01-05-2014,torsdag,15:30:00,Aalesund,1,2,Viking,Color Line Stadion,99120001043,2014
6,01-05-2014,torsdag,18:00:00,Odd,2,0,Sarpsborg 08,Skagerak Arena,99120001045,2014
6,01-05-2014,torsdag,18:00:00,Molde,2,0,Start,Aker stadion,99120001044,2014
6,01-05-2014,torsdag,18:00:00,Bodø/Glimt,1,2,Lillestrøm,Aspmyra stadion,99120001042,2014
6,01-05-2014,torsdag,18:00:00,Vålerenga,3,0,Strømsgodset,Ullevaal Stadion,99120001047,2014
6,01-05-2014,torsdag,19:00:00,Sogndal,1,2,Rosenborg,Fosshaugane Campus,99120001046,2014
7,04-05-2014,søndag,15:30:00,Haugesund,1,2,Aalesund,Haugesund stadion,99120001051,2014
7,04-05-2014,søndag,15:30:00,Sarpsborg 08,2,1,Sandnes Ulf,Sarpsborg st KG,99120001056,2014
7,04-05-2014,søndag,18:00:00,Rosenborg,0,2,Molde,Lerkendal stadion,99120001052,2014
7,04-05-2014,søndag,18:00:00,Strømsgodset,2,0,Bodø/Glimt,Marienlyst stadion,99120001050,2014
7,04-05-2014,søndag,18:00:00,Lillestrøm,2,0,Sogndal,Åråsen stadion,99120001055,2014
7,04-05-2014,søndag,19:00:00,Start,1,1,Brann,Sparebanken Sør Arena,99120001049,2014
7,05-05-2014,mandag,19:00:00,Stabæk,0,3,Vålerenga,Nadderud stadion,99120001054,2014
7,05-05-2014,mandag,19:00:00,Viking,1,1,Odd,SR-Bank Arena,99120001053,2014
8,10-05-2014,lørdag,15:30:00,Bodø/Glimt,2,1,Haugesund,Aspmyra stadion,99120001058,2014
8,10-05-2014,lørdag,18:00:00,Aalesund,0,1,Brann,Color Line Stadion,99120001057,2014
8,11-05-2014,søndag,15:30:00,Odd,0,2,Lillestrøm,Skagerak Arena,99120001060,2014
8,11-05-2014,søndag,18:00:00,Stabæk,3,2,Sarpsborg 08,Nadderud stadion,99120001064,2014
8,11-05-2014,søndag,18:00:00,Sogndal,2,1,Start,Fosshaugane Campus,99120001063,2014
8,11-05-2014,søndag,18:00:00,Vålerenga,1,1,Viking,Ullevaal Stadion,99120001062,2014
8,11-05-2014,søndag,19:00:00,Molde,2,2,Strømsgodset,Aker stadion,99120001059,2014
8,12-05-2014,mandag,19:00:00,Sandnes Ulf,0,2,Rosenborg,Sandnes stadion,99120001061,2014
9,16-05-2014,fredag,18:00:00,Haugesund,1,2,Odd,Haugesund stadion,99120001066,2014
9,16-05-2014,fredag,18:00:00,Viking,2,2,Sandnes Ulf,SR-Bank Arena,99120001070,2014
9,16-05-2014,fredag,18:00:00,Lillestrøm,1,2,Molde,Åråsen stadion,99120001068,2014
9,16-05-2014,fredag,18:00:00,Start,2,2,Vålerenga,Sparebanken Sør Arena,99120001071,2014
9,16-05-2014,fredag,18:00:00,Brann,1,2,Bodø/Glimt,Brann stadion,99120001065,2014
9,16-05-2014,fredag,18:00:00,Aalesund,2,2,Sogndal,Color Line Stadion,99120001067,2014
9,16-05-2014,fredag,19:00:00,Rosenborg,1,3,Stabæk,Lerkendal stadion,99120001069,2014
9,16-05-2014,fredag,20:05:00,Strømsgodset,4,1,Sarpsborg 08,Marienlyst stadion,99120001072,2014
10,19-05-2014,mandag,18:00:00,Vålerenga,2,2,Lillestrøm,Ullevaal Stadion,99120001079,2014
10,19-05-2014,mandag,19:00:00,Sarpsborg 08,1,1,Rosenborg,Sarpsborg st KG,99120001078,2014
10,20-05-2014,tirsdag,18:00:00,Odd,2,1,Aalesund,Skagerak Arena,99120001076,2014
10,20-05-2014,tirsdag,18:00:00,Bodø/Glimt,2,1,Start,Aspmyra stadion,99120001074,2014
10,20-05-2014,tirsdag,18:00:00,Sandnes Ulf,0,0,Haugesund,Sandnes stadion,99120001075,2014
10,20-05-2014,tirsdag,18:00:00,Molde,1,0,Viking,Aker stadion,99120001077,2014
10,20-05-2014,tirsdag,19:00:00,Sogndal,2,1,Brann,Fosshaugane Campus,99120001073,2014
10,20-05-2014,tirsdag,20:05:00,Stabæk,2,1,Strømsgodset,Nadderud stadion,99120001080,2014
11,23-05-2014,fredag,19:00:00,Haugesund,1,1,Molde,Haugesund stadion,99120001083,2014
11,24-05-2014,lørdag,15:30:00,Lillestrøm,5,1,Stabæk,Åråsen stadion,99120001088,2014
11,24-05-2014,lørdag,18:00:00,Strømsgodset,1,1,Rosenborg,Marienlyst stadion,99120001086,2014
11,25-05-2014,søndag,15:30:00,Aalesund,0,0,Sarpsborg 08,Color Line Stadion,99120001084,2014
11,25-05-2014,søndag,18:00:00,Sogndal,1,0,Sandnes Ulf,Fosshaugane Campus,99120001087,2014
11,25-05-2014,søndag,18:00:00,Viking,2,3,Bodø/Glimt,SR-Bank Arena,99120001082,2014
11,25-05-2014,søndag,18:00:00,Start,0,1,Odd,Sparebanken Sør Arena,99120001085,2014
11,25-05-2014,søndag,19:00:00,Brann,2,3,Vålerenga,Brann stadion,99120001081,2014
12,09-06-2014,mandag,15:30:00,Strømsgodset,2,1,Haugesund,Marienlyst stadion,99120001091,2014
12,09-06-2014,mandag,15:30:00,Sarpsborg 08,1,1,Viking,Sarpsborg st KG,99120001095,2014
12,09-06-2014,mandag,15:30:00,Vålerenga,3,0,Aalesund,Ullevaal Stadion,99120001092,2014
12,09-06-2014,mandag,18:00:00,Sandnes Ulf,1,0,Bodø/Glimt,Sandnes stadion,99120001090,2014
12,09-06-2014,mandag,18:00:00,Molde,4,2,Brann,Aker stadion,99120001089,2014
12,09-06-2014,mandag,18:00:00,Stabæk,1,2,Start,Nadderud stadion,99120001096,2014
12,09-06-2014,mandag,18:00:00,Odd,0,0,Sogndal,Skagerak Arena,99120001093,2014
12,09-06-2014,mandag,19:00:00,Rosenborg,3,1,Lillestrøm,Lerkendal stadion,99120001094,2014
13,12-06-2014,torsdag,18:00:00,Brann,0,1,Odd,Brann stadion,99120001097,2014
13,12-06-2014,torsdag,18:00:00,Sogndal,2,0,Vålerenga,Fosshaugane Campus,99120001103,2014
13,12-06-2014,torsdag,18:00:00,Bodø/Glimt,1,1,Molde,Aspmyra stadion,99120001098,2014
13,12-06-2014,torsdag,18:00:00,Start,2,4,Rosenborg,Sparebanken Sør Arena,99120001101,2014
13,12-06-2014,torsdag,19:00:00,Lillestrøm,3,0,Strømsgodset,Åråsen stadion,99120001104,2014
13,12-06-2014,torsdag,19:00:00,Aalesund,3,0,Sandnes Ulf,Color Line Stadion,99120001100,2014
13,12-06-2014,torsdag,20:05:00,Viking,4,1,Stabæk,SR-Bank Arena,99120001102,2014
13,12-06-2014,torsdag,20:05:00,Haugesund,4,0,Sarpsborg 08,Haugesund stadion,99120001099,2014
14,05-07-2014,lørdag,15:30:00,Molde,3,0,Sogndal,Aker stadion,99120001109,2014
14,06-07-2014,søndag,15:30:00,Strømsgodset,1,0,Sandnes Ulf,Marienlyst stadion,99120001112,2014
14,06-07-2014,søndag,18:00:00,Start,3,1,Lillestrøm,Sparebanken Sør Arena,99120001111,2014
14,06-07-2014,søndag,18:00:00,Stabæk,0,2,Aalesund,Nadderud stadion,99120001108,2014
14,06-07-2014,søndag,18:00:00,Viking,0,2,Brann,SR-Bank Arena,99120001105,2014
14,06-07-2014,søndag,18:00:00,Sarpsborg 08,2,1,Bodø/Glimt,Sarpsborg st KG,99120001106,2014
14,06-07-2014,søndag,19:00:00,Rosenborg,5,3,Haugesund,Lerkendal stadion,99120001107,2014
14,07-07-2014,mandag,19:00:00,Odd,2,2,Vålerenga,Skagerak Arena,99120001110,2014
15,11-07-2014,fredag,19:00:00,Aalesund,0,1,Molde,Color Line Stadion,99120001116,2014
15,12-07-2014,lørdag,15:30:00,Sogndal,0,0,Viking,Fosshaugane Campus,99120001118,2014
15,12-07-2014,lørdag,18:00:00,Bodø/Glimt,0,3,Odd,Aspmyra stadion,99120001114,2014
15,12-07-2014,lørdag,18:00:00,Lillestrøm,0,0,Sarpsborg 08,Åråsen stadion,99120001120,2014
15,12-07-2014,lørdag,18:00:00,Sandnes Ulf,1,2,Start,Sandnes stadion,99120001119,2014
15,12-07-2014,lørdag,19:00:00,Brann,0,1,Strømsgodset,Brann stadion,99120001113,2014
15,13-07-2014,søndag,15:30:00,Haugesund,2,0,Stabæk,Haugesund stadion,99120001115,2014
15,13-07-2014,søndag,17:00:00,Vålerenga,2,2,Rosenborg,Ullevaal Stadion,99120001117,2014
16,18-07-2014,fredag,19:00:00,Stabæk,1,1,Brann,Nadderud stadion,99120001121,2014
16,19-07-2014,lørdag,15:30:00,Start,2,1,Bodø/Glimt,Sparebanken Sør Arena,99120001122,2014
16,19-07-2014,lørdag,18:00:00,Strømsgodset,0,2,Vålerenga,Marienlyst stadion,99120001128,2014
16,20-07-2014,søndag,15:30:00,Molde,3,1,Sandnes Ulf,Aker stadion,99120001125,2014
16,20-07-2014,søndag,18:00:00,Rosenborg,1,0,Sogndal,Lerkendal stadion,99120001126,2014
16,20-07-2014,søndag,18:00:00,Odd,0,0,Haugesund,Skagerak Arena,99120001123,2014
16,20-07-2014,søndag,19:00:00,Viking,0,0,Lillestrøm,SR-Bank Arena,99120001127,2014
16,22-07-2014,tirsdag,19:00:00,Sarpsborg 08,3,2,Aalesund,Sarpsborg st KG,99120001124,2014
17,26-07-2014,lørdag,15:30:00,Aalesund,1,1,Lillestrøm,Color Line Stadion,99120001132,2014
17,26-07-2014,lørdag,18:00:00,Sandnes Ulf,1,3,Strømsgodset,Sandnes stadion,99120001136,2014
17,27-07-2014,søndag,15:30:00,Haugesund,5,1,Start,Haugesund stadion,99120001131,2014
17,27-07-2014,søndag,18:00:00,Sogndal,1,3,Odd,Fosshaugane Campus,99120001134,2014
17,27-07-2014,søndag,18:00:00,Bodø/Glimt,3,4,Sarpsborg 08,Aspmyra stadion,99120001130,2014
17,27-07-2014,søndag,18:00:00,Molde,3,1,Rosenborg,Aker stadion,99120001133,2014
17,27-07-2014,søndag,20:00:00,Brann,0,1,Viking,Brann stadion,99120001129,2014
17,29-07-2014,tirsdag,19:00:00,Vålerenga,3,2,Stabæk,Ullevaal Stadion,99120001135,2014
18,01-08-2014,fredag,19:00:00,Lillestrøm,4,3,Brann,Åråsen stadion,99120001137,2014
18,02-08-2014,lørdag,15:30:00,Strømsgodset,1,1,Sogndal,Marienlyst stadion,99120001144,2014
18,02-08-2014,lørdag,18:00:00,Viking,5,5,Vålerenga,SR-Bank Arena,99120001143,2014
18,03-08-2014,søndag,15:30:00,Odd,3,1,Sandnes Ulf,Skagerak Arena,99120001141,2014
18,03-08-2014,søndag,18:00:00,Sarpsborg 08,0,2,Haugesund,Sarpsborg st KG,99120001139,2014
18,03-08-2014,søndag,18:00:00,Aalesund,2,1,Bodø/Glimt,Color Line Stadion,99120001138,2014
18,03-08-2014,søndag,18:00:00,Start,1,1,Molde,Sparebanken Sør Arena,99120001140,2014
18,03-08-2014,søndag,19:00:00,Stabæk,4,1,Rosenborg,Nadderud stadion,99120001142,2014
19,08-08-2014,fredag,19:00:00,Brann,1,0,Aalesund,Brann stadion,99120001145,2014
19,09-08-2014,lørdag,15:30:00,Vålerenga,2,2,Sarpsborg 08,Ullevaal Stadion,99120001151,2014
19,09-08-2014,lørdag,18:00:00,Odd,1,0,Strømsgodset,Skagerak Arena,99120001149,2014
19,10-08-2014,søndag,15:30:00,Molde,2,2,Stabæk,Aker stadion,99120001148,2014
19,10-08-2014,søndag,18:00:00,Sandnes Ulf,0,0,Lillestrøm,Sandnes stadion,99120001152,2014
19,10-08-2014,søndag,18:00:00,Sogndal,0,1,Bodø/Glimt,Fosshaugane Campus,99120001146,2014
19,10-08-2014,søndag,18:00:00,Rosenborg,3,2,Start,Lerkendal stadion,99120001150,2014
19,10-08-2014,søndag,19:00:00,Haugesund,1,1,Viking,Haugesund stadion,99120001147,2014
20,15-08-2014,fredag,19:00:00,Start,2,3,Strømsgodset,Sparebanken Sør Arena,99120001160,2014
20,16-08-2014,lørdag,15:30:00,Viking,4,2,Sogndal,SR-Bank Arena,99120001158,2014
20,16-08-2014,lørdag,18:00:00,Aalesund,3,0,Haugesund,Color Line Stadion,99120001155,2014
20,17-08-2014,søndag,15:30:00,Stabæk,1,3,Odd,Nadderud stadion,99120001157,2014
20,17-08-2014,søndag,18:00:00,Bodø/Glimt,1,1,Sandnes Ulf,Aspmyra stadion,99120001154,2014
20,17-08-2014,søndag,18:00:00,Sarpsborg 08,0,2,Molde,Sarpsborg st KG,99120001156,2014
20,17-08-2014,søndag,18:00:00,Brann,3,1,Rosenborg,Brann stadion,99120001153,2014
20,17-08-2014,søndag,19:00:00,Lillestrøm,2,1,Vålerenga,Åråsen stadion,99120001159,2014
21,22-08-2014,fredag,19:00:00,Sandnes Ulf,2,2,Viking,Sandnes stadion,99120001166,2014
21,23-08-2014,lørdag,15:30:00,Strømsgodset,2,3,Stabæk,Marienlyst stadion,99120001168,2014
21,23-08-2014,lørdag,18:00:00,Vålerenga,3,3,Brann,Ullevaal Stadion,99120001161,2014
21,24-08-2014,søndag,15:30:00,Odd,4,1,Start,Skagerak Arena,99120001164,2014
21,24-08-2014,søndag,18:00:00,Sogndal,0,1,Lillestrøm,Fosshaugane Campus,99120001167,2014
21,24-08-2014,søndag,18:00:00,Rosenborg,2,0,Sarpsborg 08,Lerkendal stadion,99120001165,2014
21,24-08-2014,søndag,18:00:00,Haugesund,1,2,Bodø/Glimt,Haugesund stadion,99120001162,2014
21,24-08-2014,søndag,19:00:00,Molde,5,0,Aalesund,Aker stadion,99120001163,2014
22,30-08-2014,lørdag,15:30:00,Sarpsborg 08,2,2,Odd,Sarpsborg st KG,99120001173,2014
22,30-08-2014,lørdag,18:00:00,Aalesund,2,0,Strømsgodset,Color Line Stadion,99120001172,2014
22,30-08-2014,lørdag,20:00:00,Bodø/Glimt,4,3,Vålerenga,Aspmyra stadion,99120001170,2014
22,31-08-2014,søndag,15:30:00,Lillestrøm,2,0,Haugesund,Åråsen stadion,99120001171,2014
22,31-08-2014,søndag,18:00:00,Stabæk,1,1,Sandnes Ulf,Nadderud stadion,99120001176,2014
22,31-08-2014,søndag,18:00:00,Viking,1,2,Rosenborg,SR-Bank Arena,99120001174,2014
22,31-08-2014,søndag,18:00:00,Start,3,2,Sogndal,Sparebanken Sør Arena,99120001175,2014
22,31-08-2014,søndag,19:00:00,Brann,0,1,Molde,Brann stadion,99120001169,2014
23,12-09-2014,fredag,19:00:00,Rosenborg,3,1,Bodø/Glimt,Lerkendal stadion,99120001178,2014
23,13-09-2014,lørdag,15:30:00,Odd,4,1,Viking,Skagerak Arena,99120001182,2014
23,13-09-2014,lørdag,18:00:00,Strømsgodset,1,4,Brann,Marienlyst stadion,99120001177,2014
23,14-09-2014,søndag,15:30:00,Sandnes Ulf,0,2,Sarpsborg 08,Sandnes stadion,99120001184,2014
23,14-09-2014,søndag,18:00:00,Sogndal,1,1,Aalesund,Fosshaugane Campus,99120001180,2014
23,14-09-2014,søndag,18:00:00,Vålerenga,4,1,Haugesund,Ullevaal Stadion,99120001179,2014
23,14-09-2014,søndag,18:00:00,Start,2,3,Stabæk,Sparebanken Sør Arena,99120001183,2014
23,14-09-2014,søndag,19:00:00,Molde,3,2,Lillestrøm,Aker stadion,99120001181,2014
24,19-09-2014,fredag,19:00:00,Brann,1,1,Sandnes Ulf,Brann stadion,99120001185,2014
24,20-09-2014,lørdag,15:30:00,Bodø/Glimt,0,4,Strømsgodset,Aspmyra stadion,99120001186,2014
24,20-09-2014,lørdag,18:00:00,Vålerenga,0,2,Molde,Ullevaal Stadion,99120001189,2014
24,21-09-2014,søndag,15:30:00,Viking,0,1,Start,SR-Bank Arena,99120001191,2014
24,21-09-2014,søndag,18:00:00,Aalesund,3,0,Stabæk,Color Line Stadion,99120001188,2014
24,21-09-2014,søndag,18:00:00,Sarpsborg 08,3,1,Sogndal,Sarpsborg st KG,99120001192,2014
24,21-09-2014,søndag,18:00:00,Lillestrøm,2,0,Odd,Åråsen stadion,99120001190,2014
24,21-09-2014,søndag,20:00:00,Haugesund,2,1,Rosenborg,Haugesund stadion,99120001187,2014
25,26-09-2014,fredag,19:00:00,Sandnes Ulf,2,1,Vålerenga,Sandnes stadion,99120001198,2014
25,27-09-2014,lørdag,15:30:00,Sogndal,4,1,Haugesund,Fosshaugane Campus,99120001195,2014
25,27-09-2014,lørdag,15:30:00,Molde,2,1,Bodø/Glimt,Aker stadion,99120001194,2014
25,27-09-2014,lørdag,18:00:00,Strømsgodset,2,1,Viking,Marienlyst stadion,99120001197,2014
25,28-09-2014,søndag,15:30:00,Stabæk,2,0,Lillestrøm,Nadderud stadion,99120001199,2014
25,28-09-2014,søndag,18:00:00,Start,3,1,Sarpsborg 08,Sparebanken Sør Arena,99120001200,2014
25,28-09-2014,søndag,18:00:00,Odd,4,0,Brann,Skagerak Arena,99120001193,2014
25,28-09-2014,søndag,20:00:00,Rosenborg,3,0,Aalesund,Lerkendal stadion,99120001196,2014
26,03-10-2014,fredag,19:00:00,Lillestrøm,0,2,Rosenborg,Åråsen stadion,99120001206,2014
26,04-10-2014,lørdag,15:30:00,Aalesund,2,2,Odd,Color Line Stadion,99120001204,2014
26,04-10-2014,lørdag,18:00:00,Viking,1,2,Molde,SR-Bank Arena,99120001205,2014
26,05-10-2014,søndag,15:30:00,Sarpsborg 08,0,0,Strømsgodset,Sarpsborg st KG,99120001208,2014
26,05-10-2014,søndag,18:00:00,Haugesund,2,0,Sandnes Ulf,Haugesund stadion,99120001203,2014
26,05-10-2014,søndag,18:00:00,Bodø/Glimt,1,1,Stabæk,Aspmyra stadion,99120001202,2014
26,05-10-2014,søndag,18:00:00,Vålerenga,2,1,Sogndal,Ullevaal Stadion,99120001207,2014
26,05-10-2014,søndag,20:00:00,Brann,1,2,Start,Brann stadion,99120001201,2014
27,17-10-2014,fredag,19:00:00,Brann,1,2,Sarpsborg 08,Brann stadion,99120001209,2014
27,18-10-2014,lørdag,15:30:00,Start,1,2,Aalesund,Sparebanken Sør Arena,99120001212,2014
